Game,Discount %,Original,Final,Review % positive,Reviews,Review label,Store URL
Arise from Shadows,80,$8.19,$1.63,,,,https://store.steampowered.com/app/2108640/
Generation Zero®,80,$8.49,$1.69,76,18362,positive,https://store.steampowered.com/app/704270/
Fights in Tight Spaces,80,$8.49,$1.69,92,2441,positive,https://store.steampowered.com/app/1265820/
Monster Train,80,$8.49,$1.69,96,12256,positive,https://store.steampowered.com/app/1102190/
112 Operator,80,$8.49,$1.69,89,2205,positive,https://store.steampowered.com/app/793460/
SteamWorld Build,80,$8.49,$1.69,83,1885,positive,https://store.steampowered.com/app/2134770/
Tinykin,80,$8.49,$1.69,97,1378,positive,https://store.steampowered.com/app/1599020/
Dreamfall Chapters,80,$8.49,$1.69,80,1927,positive,https://store.steampowered.com/app/237850/
Spice&Wolf VR2,80,$8.49,$1.69,96,665,positive,https://store.steampowered.com/app/1348700/
BELOW,80,$8.49,$1.69,70,1305,positive,https://store.steampowered.com/app/250680/
狼と香辛料VR/Spice&WolfVR,80,$8.49,$1.69,92,1054,positive,https://store.steampowered.com/app/1065970/
Ocean's Heart,80,$8.49,$1.69,82,1406,positive,https://store.steampowered.com/app/1393750/
Astor: Blade of the Monolith,80,$8.49,$1.69,71,152,positive,https://store.steampowered.com/app/1989320/
Rustler (Grand Theft Horse),80,$8.49,$1.69,78,1227,positive,https://store.steampowered.com/app/844260/
Ash of Gods: Redemption,80,$8.49,$1.69,67,1095,mixed,https://store.steampowered.com/app/691690/
Yaga,80,$8.49,$1.69,81,550,positive,https://store.steampowered.com/app/888530/
KamiYaba: Destiny on a Dicey Deadline,80,$8.49,$1.69,91,386,positive,https://store.steampowered.com/app/1856480/
Kunado Chronicles,80,$8.49,$1.69,78,171,positive,https://store.steampowered.com/app/1934910/
As Far As The Eye,80,$8.49,$1.69,73,1642,positive,https://store.steampowered.com/app/1119700/
Trollhunters: Defenders of Arcadia,80,$8.49,$1.69,82,81,positive,https://store.steampowered.com/app/1344070/
Selfloss,80,$8.49,$1.69,75,258,positive,https://store.steampowered.com/app/1086620/
Arcaxer,80,$8.49,$1.69,86,23,positive,https://store.steampowered.com/app/1354540/
Deus Ex: Mankind Divided - System Rift,80,$8.49,$1.69,64,542,mixed,https://store.steampowered.com/app/413360/
Objects in Space,80,$8.49,$1.69,51,569,mixed,https://store.steampowered.com/app/824070/
Hotel Transylvania 3: Monsters Overboard,80,$8.49,$1.69,66,18,mixed,https://store.steampowered.com/app/757600/
Car Parking 2,80,$8.49,$1.69,64,17,mixed,https://store.steampowered.com/app/2222180/
Train Sim World® 2: Tees Valley Line: Darlington – Saltburn-by-the-Sea Route Add-On,80,$8.49,$1.69,88,26,positive,https://store.steampowered.com/app/1304442/
Car Parking,80,$8.49,$1.69,87,16,positive,https://store.steampowered.com/app/2202880/
Trainz Route: Balezino Mosti,80,$8.49,$1.69,72,11,positive,https://store.steampowered.com/app/520780/
Monster Collector,80,$8.49,$1.69,64,25,mixed,https://store.steampowered.com/app/1423090/
Magic Kingdom,80,$8.49,$1.69,60,20,mixed,https://store.steampowered.com/app/2115060/
Crime Scene,80,$8.49,$1.69,55,20,mixed,https://store.steampowered.com/app/2257070/
Train Sim World® 6: Tees Valley Line: Darlington – Saltburn-by-the-Sea Route Add-On,80,$8.49,$1.69,,,,https://store.steampowered.com/app/3662290/
Train Sim World® 5: Tees Valley Line: Darlington – Saltburn-by-the-Sea Route Add-On,80,$8.49,$1.69,,,,https://store.steampowered.com/app/2969510/
SRPG Studio Ship Material Collection,80,$8.49,$1.69,,,,https://store.steampowered.com/app/1742220/
Disaster Detective Saiga: An Indescribable Mystery,80,$8.49,$1.69,,,,https://store.steampowered.com/app/2308580/
Train Sim World® 3: Tees Valley Line: Darlington - Saltburn-by-the-Sea Route Add-On,80,$8.49,$1.69,,,,https://store.steampowered.com/app/1998872/
MORLUSH,80,$8.49,$1.69,,,,https://store.steampowered.com/app/2010720/
Martial Fire,80,$8.49,$1.69,,,,https://store.steampowered.com/app/2222160/
Crazy City Driving,80,$8.49,$1.69,,,,https://store.steampowered.com/app/2222170/
Flaming Thunderer,80,$8.49,$1.69,,,,https://store.steampowered.com/app/2257050/
Lone Traveler,80,$8.49,$1.69,,,,https://store.steampowered.com/app/2257060/
Train Sim World® 4: Tees Valley Line: Darlington – Saltburn-by-the-Sea Route Add-On,80,$8.49,$1.69,,,,https://store.steampowered.com/app/2375892/
Sunday Gold,80,$8.99,$1.79,77,687,positive,https://store.steampowered.com/app/1969440/
Mythic Ocean,80,$8.99,$1.79,97,110,positive,https://store.steampowered.com/app/814360/
ATONE: Heart of the Elder Tree,80,$8.99,$1.79,87,91,positive,https://store.steampowered.com/app/894620/
Lumberhill,80,$8.99,$1.79,77,156,positive,https://store.steampowered.com/app/976900/
Rad Rodgers - Radical Edition,80,$8.99,$1.79,62,99,mixed,https://store.steampowered.com/app/805660/
THE QUIET MAN™,80,$8.99,$1.79,38,602,negative,https://store.steampowered.com/app/790540/
World War 2 Operation Husky,80,$8.99,$1.79,,,,https://store.steampowered.com/app/1662350/
Escape from Junglekov,80,$9.08,$1.80,42,19,mixed,https://store.steampowered.com/app/4409050/
Retrowave Barro Crazy Drift,80,$9.08,$1.80,,,,https://store.steampowered.com/app/4285580/
SurrounDead Poly Construction,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4148570/
SurrounDead Poly Construction Metal Polearm,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4478400/
SurrounDead Poly Construction Metal Hammer,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4451630/
SurrounDead Poly Construction Metal Axe,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4460420/
SurrounDead Poly Construction Rapier,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4405400/
SurrounDead Poly Construction Endless Desert,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4282620/
SurrounDead Poly Construction Sword,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4408980/
SurrounDead Poly Construction Curved Sword,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4399820/
SurrounDead Poly Construction Wooden Club,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4371530/
SurrounDead Poly Construction Starfish Axe,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4491950/
SurrounDead Poly Construction Bone Polearm,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4486010/
SurrounDead Poly Construction Bone Hammer,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4468210/
SurrounDead Poly Construction Bone Arm,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4325800/
SurrounDead Poly Construction Broken Shovel,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4381800/
SurrounDead Poly Construction Bone Leg,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4388230/
SurrounDead Poly ‌Japan Sakura,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4479020/
SurrounDead Poly ‌Japan Sakura Japan Sword,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4480030/
Retrowave Barro Crazy Drift Eastlands,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4630930/
Retrowave Barro Crazy Drift Highlands,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4630990/
Retrowave Barro Crazy Drift Islands,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4631020/
Retrowave Barro Crazy Drift Meadows,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4631040/
Retrowave Barro Crazy Drift Mountains,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4631060/
Retrowave Barro Crazy Drift Nature,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4631080/
Escape from Junglekov FireAxe,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4631150/
Escape from Junglekov Hammer,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4631170/
Escape from Junglekov Rifle,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4631220/
Escape from Junglekov Sawed,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4631230/
Escape from Junglekov Shot,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4631290/
Escape from Junglekov Shovel,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4631320/
SurrounDead Poly ‌Japan Sakura Sword,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4725130/
SurrounDead Poly ‌Japan Sakura Metal Polearm,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4725180/
SurrounDead Poly ‌Japan Sakura Metal  Axe,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4725380/
SurrounDead Poly ‌Japan Sakura Hammer,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4725430/
SurrounDead Poly ‌Japan Sakura Curved Sword,80,$9.09,$1.81,,,,https://store.steampowered.com/app/4725450/
I Am Fish,80,$9.19,$1.83,73,1073,positive,https://store.steampowered.com/app/1472560/
Company of Heroes: Tales of Valor,80,$9.49,$1.89,91,1642,positive,https://store.steampowered.com/app/20540/
Company of Heroes: Opposing Fronts,80,$9.49,$1.89,90,818,positive,https://store.steampowered.com/app/9340/
Wigmund,80,$9.99,$1.99,80,795,positive,https://store.steampowered.com/app/1164690/
System Shock: Enhanced Edition,80,$9.99,$1.99,91,1781,positive,https://store.steampowered.com/app/410710/
Patch Quest,80,$9.99,$1.99,95,1056,positive,https://store.steampowered.com/app/1347970/
Neversong,80,$9.99,$1.99,85,785,positive,https://store.steampowered.com/app/733210/
From Space,80,$9.99,$1.99,67,1425,mixed,https://store.steampowered.com/app/1502190/
LostWinds,80,$9.99,$1.99,83,566,positive,https://store.steampowered.com/app/447780/
Asdivine Hearts,80,$9.99,$1.99,85,41,positive,https://store.steampowered.com/app/406110/
Worms Crazy Golf,80,$9.99,$1.99,82,407,positive,https://store.steampowered.com/app/70620/
Megadimension Neptunia VII Digital Deluxe Set,80,$9.99,$1.99,93,45,positive,https://store.steampowered.com/app/488340/
Revenant Saga,80,$9.99,$1.99,70,20,positive,https://store.steampowered.com/app/522530/
Penarium,80,$9.99,$1.99,91,93,positive,https://store.steampowered.com/app/307590/
Antiquia Lost,80,$9.99,$1.99,86,22,positive,https://store.steampowered.com/app/648640/
LostWinds 2: Winter of the Melodias,80,$9.99,$1.99,84,293,positive,https://store.steampowered.com/app/447800/
Dragon Sinker,80,$9.99,$1.99,76,21,positive,https://store.steampowered.com/app/745830/
Perils of Man,80,$9.99,$1.99,77,180,positive,https://store.steampowered.com/app/347710/
The Dwarves - Digital Deluxe Edition Extras,80,$9.99,$1.99,70,10,positive,https://store.steampowered.com/app/545070/
Alien AI,80,$9.99,$1.99,60,10,mixed,https://store.steampowered.com/app/1483110/
Jumpala,80,$9.99,$1.99,69,33,mixed,https://store.steampowered.com/app/1278190/
Convoluted Incident: Pinch me,80,$9.99,$1.99,85,14,positive,https://store.steampowered.com/app/3107990/
The Land of Eyas,80,$9.99,$1.99,76,13,positive,https://store.steampowered.com/app/299800/
Only Trump: Up To Presidents!,80,$9.99,$1.99,67,40,mixed,https://store.steampowered.com/app/3108000/
Tears Revolude,80,$9.99,$1.99,,,,https://store.steampowered.com/app/504660/
Banner of the Maid,80,$10.00,$2.00,80,623,positive,https://store.steampowered.com/app/994730/
Marco & The Galaxy Dragon,80,$10.25,$2.05,94,485,positive,https://store.steampowered.com/app/1202540/
Police Simulator: Patrol Officers,80,$10.49,$2.09,74,10525,positive,https://store.steampowered.com/app/997010/
Frostpunk,80,$10.49,$2.09,92,39020,positive,https://store.steampowered.com/app/323190/
Hello Neighbor,80,$10.49,$2.09,84,10815,positive,https://store.steampowered.com/app/521890/
Bramble: The Mountain King,80,$10.49,$2.09,94,3243,positive,https://store.steampowered.com/app/1623940/
Wasteland 2: Director's Cut,80,$10.49,$2.09,81,3126,positive,https://store.steampowered.com/app/240760/
Blair Witch,80,$10.49,$2.09,77,3033,positive,https://store.steampowered.com/app/1092660/
Amnesia: Rebirth,80,$10.49,$2.09,75,4346,positive,https://store.steampowered.com/app/999220/
Hello Neighbor: Hide and Seek,80,$10.49,$2.09,87,1220,positive,https://store.steampowered.com/app/960420/
Yooka-Laylee and the Impossible Lair,80,$10.49,$2.09,84,875,positive,https://store.steampowered.com/app/846870/
Vampire: The Masquerade - Justice,80,$10.49,$2.09,64,235,mixed,https://store.steampowered.com/app/2431700/
Train Sim World® 6: LGV Mediterranee: Marseille - Avignon Route Add-On,80,$10.49,$2.09,53,15,mixed,https://store.steampowered.com/app/3662460/
The MISSING: J.J. Macfield and the Island of Memories,80,$10.49,$2.09,87,1196,positive,https://store.steampowered.com/app/842910/
Iwaihime,80,$10.49,$2.09,77,863,positive,https://store.steampowered.com/app/1372300/
Ravenbound,80,$10.49,$2.09,53,771,mixed,https://store.steampowered.com/app/1307660/
Master Magistrate,80,$10.49,$2.09,90,185,positive,https://store.steampowered.com/app/1066630/
Left-Hand Path,80,$10.49,$2.09,84,115,positive,https://store.steampowered.com/app/488760/
Neo ATLAS 1469,80,$10.49,$2.09,64,37,mixed,https://store.steampowered.com/app/532690/
Winds & Leaves,80,$10.49,$2.09,65,29,mixed,https://store.steampowered.com/app/1783750/
Train Sim World® 5: LGV Mediterranee: Marseille - Avignon Route Add-On,80,$10.49,$2.09,66,18,mixed,https://store.steampowered.com/app/2969690/
Train Sim World® 2: LGV Méditerranée: Marseille - Avignon Route Add-On,80,$10.49,$2.09,80,198,positive,https://store.steampowered.com/app/1418842/
Trailblazers,80,$10.49,$2.09,53,76,mixed,https://store.steampowered.com/app/621970/
TOTEMS 2,80,$10.49,$2.09,100,10,positive,https://store.steampowered.com/app/2050480/
RESOURCE RECON,80,$10.49,$2.09,100,10,positive,https://store.steampowered.com/app/2865870/
BLACK WEREWOLF,80,$10.49,$2.09,100,10,positive,https://store.steampowered.com/app/2865910/
Uncharted World,80,$10.49,$2.09,100,10,positive,https://store.steampowered.com/app/2948010/
Dead for Dread,80,$10.49,$2.09,100,10,positive,https://store.steampowered.com/app/3025730/
UNKILLABLE ROBOTS,80,$10.49,$2.09,100,10,positive,https://store.steampowered.com/app/3025740/
NAUS,80,$10.49,$2.09,100,10,positive,https://store.steampowered.com/app/3025770/
Demon Slayer,80,$10.49,$2.09,100,10,positive,https://store.steampowered.com/app/3025800/
Library Fantasy,80,$10.49,$2.09,90,11,positive,https://store.steampowered.com/app/2808770/
Knight's Saga Evil Goblins,80,$10.49,$2.09,100,12,positive,https://store.steampowered.com/app/2810110/
Dungeon & Adventure,80,$10.49,$2.09,78,14,positive,https://store.steampowered.com/app/2167860/
"Get Me Out, Please",80,$10.49,$2.09,67,31,mixed,https://store.steampowered.com/app/2441360/
Lost Hammer,80,$10.49,$2.09,53,15,mixed,https://store.steampowered.com/app/2167890/
Train Sim World® 4: LGV Mediterranee: Marseille - Avignon Route Add-On,80,$10.49,$2.09,62,16,mixed,https://store.steampowered.com/app/2375909/
Train Sim World® 3: LGV Mediterranee: Marseille - Avignon Route Add-On,80,$10.49,$2.09,58,34,mixed,https://store.steampowered.com/app/1998929/
HordounD,80,$10.49,$2.09,,,,https://store.steampowered.com/app/2050460/
Hero's black dungeon,80,$10.49,$2.09,,,,https://store.steampowered.com/app/2865900/
Night of the Assassins,80,$10.49,$2.09,,,,https://store.steampowered.com/app/2865920/
Rime's quest,80,$10.49,$2.09,,,,https://store.steampowered.com/app/2865930/
OPERATION TEMPLE,80,$10.49,$2.09,,,,https://store.steampowered.com/app/2808780/
Search of the Source,80,$10.49,$2.09,,,,https://store.steampowered.com/app/2808790/
Jade Guardian,80,$10.49,$2.09,,,,https://store.steampowered.com/app/2946040/
Inner Call,80,$10.49,$2.09,,,,https://store.steampowered.com/app/2167840/
Dark the Dead,80,$10.49,$2.09,,,,https://store.steampowered.com/app/3025760/
PACIFICATION LIGHT,80,$10.49,$2.09,,,,https://store.steampowered.com/app/3025820/
Far Cry® 4 Valley of the Yetis,80,$10.99,$2.19,75,606,positive,https://store.steampowered.com/app/324344/
Tom Clancy's Ghost Recon Wildlands - Year 2 Pass,80,$10.99,$2.19,57,297,mixed,https://store.steampowered.com/app/832700/
Tom Clancy's Ghost Recon® Wildlands - Fallen Ghosts,80,$10.99,$2.19,66,536,mixed,https://store.steampowered.com/app/573832/
Dread Templar,80,$10.99,$2.19,82,1096,positive,https://store.steampowered.com/app/1334730/
Watch_Dogs - Bad Blood,80,$10.99,$2.19,83,468,positive,https://store.steampowered.com/app/293061/
Tom Clancy's Ghost Recon® Wildlands - Narco Road,80,$10.99,$2.19,16,837,negative,https://store.steampowered.com/app/573831/
Null & Peta -Invasion of the Queen Bug-,80,$11.05,$2.21,70,91,positive,https://store.steampowered.com/app/1181520/
Pathologic 2,80,$11.99,$2.39,92,4622,positive,https://store.steampowered.com/app/505230/
Hellpoint,80,$11.99,$2.39,79,1619,positive,https://store.steampowered.com/app/628670/
星の欠片の物語。しかけ版,80,$11.99,$2.39,94,17,positive,https://store.steampowered.com/app/1827910/
Songs of Rats,80,$11.99,$2.39,78,50,positive,https://store.steampowered.com/app/3300470/
The Art of Blair Witch,80,$11.99,$2.39,93,16,positive,https://store.steampowered.com/app/1141711/
SRPG Studio Magic Effects Collection Vol2,80,$11.99,$2.39,,,,https://store.steampowered.com/app/1806060/
SRPG Studio Magic Effects Collection,80,$11.99,$2.39,,,,https://store.steampowered.com/app/1506270/
WRATH: Aeon of Ruin,80,$12.49,$2.49,75,1976,positive,https://store.steampowered.com/app/1000410/
GRAVEN,80,$12.49,$2.49,54,1064,mixed,https://store.steampowered.com/app/1371690/
Space Empires IV Deluxe,80,$12.49,$2.49,87,260,positive,https://store.steampowered.com/app/1610/
9th Company: Roots Of Terror,80,$12.49,$2.49,60,218,mixed,https://store.steampowered.com/app/12480/
Star Quest,80,$12.49,$2.49,,,,https://store.steampowered.com/app/4717860/
Chivalry 2,80,$12.99,$2.59,81,23884,positive,https://store.steampowered.com/app/1824220/
Trainz Railroad Simulator 2022,80,$12.99,$2.59,74,1217,positive,https://store.steampowered.com/app/1784570/
Train Sim World® 6: Schnellfahrstrecke Kassel - Würzburg Route Add-On,80,$12.99,$2.59,72,18,positive,https://store.steampowered.com/app/3662790/
Fantasy General II,80,$12.99,$2.59,82,1035,positive,https://store.steampowered.com/app/1025440/
FOCUS on YOU,80,$12.99,$2.59,91,786,positive,https://store.steampowered.com/app/1032670/
